,actual,corrected,anomaly,predicted
2024-03-18 16:30:00,447.45,524.5632571428571,False,524.5632571428571
2024-03-18 16:45:00,447.63,524.5539591836734,False,524.5539591836734
2024-03-18 17:00:00,445.98,524.5446612244897,False,524.5446612244897
2024-03-18 17:15:00,444.57,524.535363265306,False,524.535363265306
2024-03-18 17:30:00,446.67,524.5260653061224,False,524.5260653061224
2024-03-18 17:45:00,442.68,524.5167673469388,False,524.5167673469388
2024-03-18 18:00:00,444.47,524.507469387755,False,524.507469387755
2024-03-18 18:15:00,445.15,524.4981714285714,False,524.4981714285714
2024-03-18 18:30:00,445.86,524.4888734693877,False,524.4888734693877
2024-03-18 18:45:00,444.43,524.4795755102041,False,524.4795755102041
2024-03-18 19:00:00,444.75,524.4702775510204,False,524.4702775510204
2024-03-18 19:15:00,441.9,524.4609795918368,False,524.4609795918368
2024-03-18 19:30:00,441.98,524.451681632653,False,524.451681632653
2024-03-18 19:45:00,438.02,524.4423836734694,False,524.4423836734694
2024-03-18 20:00:00,444.2,524.4330857142857,False,524.4330857142857
2024-03-18 20:15:00,443.82,524.423787755102,False,524.423787755102
2024-03-18 20:30:00,444.4,524.4144897959184,False,524.4144897959184
2024-03-18 20:45:00,442.52,524.4051918367347,False,524.4051918367347
2024-03-18 21:00:00,442.89,524.3958938775511,False,524.3958938775511
2024-03-18 21:15:00,443.98,524.3865959183674,False,524.3865959183674
2024-03-18 21:30:00,442.29,524.3772979591837,False,524.3772979591837
2024-03-18 21:45:00,441.67,524.368,False,524.368
2024-03-18 22:00:00,441.61,524.3587020408164,False,524.3587020408164
2024-03-18 22:15:00,442.6,524.3494040816328,False,524.3494040816328
2024-03-18 22:30:00,439.32,524.340106122449,False,524.340106122449
2024-03-18 22:45:00,441.7,524.3308081632654,False,524.3308081632654
2024-03-18 23:00:00,441.0,524.3215102040817,False,524.3215102040817
2024-03-18 23:15:00,440.68,524.312212244898,False,524.312212244898
2024-03-18 23:30:00,441.72,524.3029142857142,False,524.3029142857142
2024-03-18 23:45:00,438.99,524.2936163265307,False,524.2936163265307
2024-03-19 00:00:00,441.04,524.2843183673469,False,524.2843183673469
2024-03-19 00:15:00,440.26,524.2750204081633,False,524.2750204081633
2024-03-19 00:30:00,441.16,524.2657224489797,False,524.2657224489797
2024-03-19 00:45:00,439.39,524.256424489796,False,524.256424489796
2024-03-19 01:00:00,442.79,524.2471265306124,False,524.2471265306124
2024-03-19 01:15:00,441.22,524.2378285714286,False,524.2378285714286
2024-03-19 01:30:00,438.98,524.228530612245,False,524.228530612245
2024-03-19 01:45:00,441.19,524.2192326530612,False,524.2192326530612
2024-03-19 02:00:00,439.21,524.2099346938776,False,524.2099346938776
2024-03-19 02:15:00,438.91,524.200636734694,False,524.200636734694
2024-03-19 02:30:00,440.41,524.1913387755102,False,524.1913387755102
2024-03-19 02:45:00,440.4,524.1820408163265,False,524.1820408163265
2024-03-19 03:00:00,440.44,524.1727428571428,False,524.1727428571428
2024-03-19 03:15:00,440.6,524.1634448979592,False,524.1634448979592
2024-03-19 03:30:00,439.4,524.1541469387755,False,524.1541469387755
2024-03-19 03:45:00,439.61,524.1448489795918,False,524.1448489795918
2024-03-19 04:00:00,439.02,524.1355510204081,False,524.1355510204081
2024-03-19 04:15:00,439.68,524.1262530612245,False,524.1262530612245
2024-03-19 04:30:00,439.35,524.1169551020408,False,524.1169551020408
2024-03-19 04:45:00,438.44,524.1076571428571,False,524.1076571428571
2024-03-19 05:00:00,439.26,524.0983591836734,False,524.0983591836734
